"X1","X2","X3","X1.1","X2.1","X3.1","X1.2","X2.2","X3.2","X1.3","X2.3","X3.3"
0.9319,22.3986007928346,0,0.8446,19.6999983995972,0,0.7894,18.4177872192758,0,0.9917,28.2936787940984,0
0.8501,19.6925657122893,0,0.8381,19.0770674504572,0,0.7859,18.1052250877532,0,0.994,29.0099268547532,1
0.8968,20.8704792475879,0,0.903,20.8485754543816,0,0.7058,16.4055221913057,0,0.9882,27.3297921732593,0
0.8997,21.2506832793933,0,0.8818,20.4957545291751,0,0.7646,17.7376086397725,0,0.9893,27.902994076926,0
0.9407,22.5150979486111,0,0.8568,19.780636367005,0,0.6992,16.3746247198287,0,0.9855,26.8870865806732,0
0.8977,21.0584075511214,0,0.9103,21.2334481110334,0,0.6805,16.0920288351919,0,0.9903,27.8910559375016,0
0.8504,19.8259964133321,0,0.9219,21.4201525364015,0,0.7691,17.8372323985323,0,0.9828,27.1699613562399,0
0.9103,21.209601518516,0,0.8649,19.9381318889211,0,0.7142,16.7595202053419,0,0.9783,26.2717984441182,0
0.8629,20.1908003196455,0,0.8629,19.9082266475143,0,0.8069,18.8151201294639,0,0.9878,27.706734199661,0
0.9178,21.505101605527,0,0.8575,19.5782433502867,0,0.7318,16.9500657810431,0,0.9895,27.4858856022526,0
0.867,20.1412639184774,0,0.8333,19.1376933922201,0,0.7468,17.1826558646867,0,0.9827,27.1727640016901,0
0.884,20.5168134649595,0,0.8185,18.8747094440679,0,0.767,17.6903617678301,0,0.9534,24.5855350310086,0
