"X1","X2","X3","X1.1","X2.1","X3.1","X1.2","X2.2","X3.2","X1.3","X2.3","X3.3"
0.9329,8.49783257813271,0,0.9939,16.2972029540245,0,0.7998,8.5991099274264,0,0.9871,13.7027669221408,4
0.9496,9.31608616051041,0,0.9097,11.0297319739619,0,0.811,8.84350101446625,0,0.995,17.4765692838627,0
0.9691,10.8514971693934,0,0.9485,12.5782291526883,0,0.8013,9.43757497412154,0,0.9959,17.9090009154498,0
0.9663,10.3946716268821,0,0.9187,11.3208703672976,0,0.8552,9.35633956512271,0,0.9931,16.2016768030098,0
0.9462,9.45796955078939,0,0.9469,11.8371101017871,0,0.7525,7.75757320176267,0,0.9913,15.6031934792578,0
0.9473,9.50594569104123,0,0.9128,11.9968992085554,0,0.8329,9.01409553436086,0,0.9962,19.0591270014201,0
0.9462,8.79110087188097,0,0.9508,12.3740571626023,0,0.8057,8.3380884493463,0,0.9925,16.2925985009741,0
0.9739,11.1604655470621,0,0.9877,14.7603443963095,0,0.8168,8.24583072485695,0,0.989,14.9705317688926,0
0.9648,10.7774104994218,0,0.9214,11.3500175040846,0,0.8302,9.6151167769279,0,0.9928,15.8101991621352,0
0.9406,8.79121494161022,0,0.9075,10.5471392318039,0,0.8092,8.34313824520221,0,0.9907,14.728403130499,0
0.9284,8.83265293381661,0,0.9906,18.500835914254,0,0.8414,9.91778230245476,0,0.9792,12.180169498459,0
0.9682,10.9242884368899,0,0.9573,12.5318796707449,0,0.8003,8.73005533659897,0,0.9959,19.7995706934469,1
0.9376,9.40252657078808,0,0.8978,10.5308290127563,0,0.7956,9.70714129120344,0,0.9884,14.0139316415152,1
0.893,7.64585346092614,0,0.9207,11.1427246293235,0,0.7648,8.40387595381295,0,0.989,14.88977572806,0
0.9838,13.0503185304624,0,0.9589,13.0155028630084,0,0.8215,8.56729883002649,0,0.9883,14.6406934729112,0
0.9637,10.4288094803976,0,0.9528,12.4136042067481,0,0.7956,9.89434902638045,0,0.9926,15.6007100711947,0
0.9417,9.41587675682027,0,0.9757,15.3063731957352,0,0.8207,9.80978584685642,0,0.9959,17.7238025330911,0
0.9338,8.79318563414069,0,0.9581,12.3930231863448,0,0.8149,9.38209212738623,0,0.9953,16.6612601662673,0
0.9352,8.80438149676741,0,0.9352,12.8341649173496,0,0.8389,9.53385134467336,0,0.9923,15.2850899283587,0
0.9444,8.98566712031976,0,0.9492,12.7459870175196,0,0.7956,8.40170235724081,0,0.9961,18.3882166731753,0
0.9782,11.4299336958361,0,0.978,13.8134615502524,0,0.864,8.46304218622585,0,0.9961,17.4400811887176,0
0.933,8.73392411197515,0,0.9334,12.9360378058528,0,0.8182,9.73985076240604,0,0.9965,18.5607610443959,0
0.9882,15.3680392405523,0,0.8942,11.5500259116007,0,0.7893,9.49625298058572,0,0.9922,15.3535978685531,0
0.9072,7.81675816895055,0,0.9565,12.3590167907196,0,0.8716,9.46583989205263,0,0.9896,14.4092188104799,0
0.9584,9.60242666462439,0,0.9254,11.5873321007958,0,0.8316,9.17962672413277,0,0.9885,14.2949718328826,0
0.9769,12.0298109826177,0,0.9398,11.8845436684079,0,0.8136,8.91912750293695,0,0.9958,19.2448141302572,0
