"X1","X2","X3","X1.1","X2.1","X3.1","X1.2","X2.2","X3.2","X1.3","X2.3","X3.3"
0.9517,23.3409204305099,0,0.8699,20.3000381865579,0,0.7012,16.4383630207846,0,0.9914,29.7151668087579,0
0.9205,22.4036073040089,0,0.8919,21.0579944310735,0,0.7337,17.2939192645597,0,0.9734,26.8857952667224,0
0.9675,24.4882626300704,0,0.8686,20.3088353006076,0,0.7577,17.694992903675,0,0.9958,32.1903400637937,0
0.9454,22.9842282661357,0,0.8774,20.6303219128031,0,0.7979,18.4475320036948,0,0.9935,30.841394381233,0
0.9359,22.6535593588581,0,0.8883,21.1376939010257,0,0.7363,17.3205295057465,0,0.9927,30.664621997488,4
0.9179,21.9637359535458,0,0.9025,21.1137366549387,0,0.7727,17.8746452390488,0,0.9871,29.1062381775392,0
0.918,22.1581172440602,0,0.9244,22.0231489725587,0,0.7892,18.2672332355561,0,0.9821,28.4908460139456,0
0.9056,21.6741626120916,0,0.8869,20.9787588839064,0,0.7429,17.3877523795566,0,0.9963,31.6524215351409,0
0.9142,21.7122884981185,0,0.8589,19.8472752047834,0,0.7497,17.617314883445,0,0.9932,30.2010570808889,2
0.9812,25.7106723987966,0,0.9365,22.5245422874613,0,0.729,17.0925172602137,0,0.9944,30.9287412208575,0
0.9086,21.7984368506513,0,0.915,21.9542979909031,0,0.7151,17.0516020046676,0,0.9885,30.1069980391917,0
0.9175,22.0709581450368,0,0.8859,20.8039504333918,0,0.6949,16.3639178105538,0,0.9897,29.0167374863981,0
0.9437,23.2301308963102,0,0.8776,20.5018295865302,0,0.7539,17.4556250344782,0,0.9912,29.5893767152606,0
0.894,21.0659735937652,0,0.9023,21.2098470649824,0,0.7626,17.7764575897588,0,0.9973,33.6988841290273,0
0.9175,22.0380181931575,0,0.8796,20.733741377714,0,0.7915,18.5166370453626,0,0.9954,32.2992417189669,5
0.9171,22.147173128438,0,0.8543,19.9355211044928,0,0.7806,18.2315655526997,0,0.9748,27.0604452152136,0
0.9067,21.4899845661324,0,0.8584,19.9119216313272,0,0.8024,18.5990833121674,0,0.9896,29.5034335952736,0
0.8681,20.3901465195308,0,0.8523,20.0042043875523,0,0.6969,16.6571625954127,0,0.9851,28.6263132724241,0
0.9347,22.6285498919787,0,0.9043,21.0622949566105,0,0.7691,17.8126343515607,0,0.9928,31.2314991734037,0
0.9357,22.3958762823669,0,0.8869,20.758610846235,0,0.8065,18.8292668128378,0,0.9949,30.6374148496584,0
0.9171,21.8710429108049,0,0.903,21.2604285405184,0,0.7189,17.004492946612,0,0.995,30.7320404961249,0
0.9457,23.3710442427388,0,0.9409,22.8467900673198,0,0.7333,17.1282105914518,0,0.9915,30.6434694339652,0
0.928,22.5586731116541,0,0.8915,20.7579453444664,0,0.7503,17.5158106202791,0,0.9943,30.8912343806724,0
0.9443,23.1369332625903,0,0.8706,20.3727367352796,0,0.713,16.7889762196406,0,0.9917,29.1942961069059,0
0.9553,23.7056481282976,0,0.8811,20.6666158402421,0,0.7144,16.6250602311487,0,0.9864,28.9016335146551,0
0.9384,23.0384964878176,0,0.9371,22.5177418787165,0,0.6753,15.9334251051586,0,0.9965,33.0797945917749,0
0.8731,20.5483191199274,0,0.8679,20.3417470714829,0,0.8008,18.6658173128009,0,0.991,29.9294333182317,0
